Palabras: fkbdksjihpsldkwrmjpgiyhmfkgrejcjvfnfxyqgpiruupmgbbmjbwvgibxmnbwihlqglinasgwmwivzljimhguphsewvafcnxjafyazewnchkbswmfdszvbtzypbftqccqjaskhqxjxinqezxjtyguuhulkbeafhsojkaqdycaipsmqrxjsefmlczwddyjkrzwdamgaojifduvxtgpxodlschvfhgsaioekcmktxsadowahephussmwbk, disvjalpkqdwldqlgehgoovxippvnqhqazmlazampgjajzmpgvxwlutujkryayocxcozcqotyxwhykygfverpxnajeyjepobrcdturptqlaqvbxcybvqbiskotwsikwzobviskbkveasfxwfbsvecqotjmnrwjsmknvexwoucpojolppfmvjckcnwqevbxjomesmdjgfyxpoiggpubyxndkmtrhwqqkcxfocoxhouycegktbmtazwklrdu
Longitudes: S1=250 S2=250 S1+S2=500
Distancia mínima de edición: 221
Tiempo de ejecución (segundos): 0.00297787
Operaciones necesarias para la distancia mínima de edición:
Eliminación en posición 0 de f | Costo: 1
Sustitución en posición 3684: p -> h | Costo: 1
Sustitución en posición 3685: y -> x | Costo: 1
Sustitución en posición 3686: d -> t | Costo: 1
Sustitución en posición 3687: w -> f | Costo: 1
Sustitución en posición 3688: d -> u | Costo: 1
Sustitución en posición 3689: n -> g | Costo: 1
Sustitución en posición 3690: h -> e | Costo: 1
Sustitución en posición 3691: n -> t | Costo: 1
Sustitución en posición 3692: d -> f | Costo: 1
Eliminación en posición 3694 de s | Costo: 1
Eliminación en posición 3695 de e | Costo: 1
Sustitución en posición 3696: q -> h | Costo: 1
Sustitución en posición 3697: i -> r | Costo: 1
Sustitución en posición 3698: j -> a | Costo: 1
Sustitución en posición 3699: x -> h | Costo: 1
Eliminación en posición 3701 de t | Costo: 1
Eliminación en posición 3703 de k | Costo: 1
Eliminación en posición 3704 de c | Costo: 1
Sustitución en posición 3705: n -> p | Costo: 1
Sustitución en posición 3706: w -> z | Costo: 1
Eliminación en posición 3708 de a | Costo: 1
Eliminación en posición 3709 de y | Costo: 1
Sustitución en posición 3710: r -> s | Costo: 1
Eliminación en posición 3712 de z | Costo: 1
Eliminación en posición 3713 de b | Costo: 1
Sustitución en posición 3714: i -> x | Costo: 1
Sustitución en posición 3715: o -> z | Costo: 1
Sustitución en posición 3716: a -> z | Costo: 1
Sustitución en posición 3717: l -> y | Costo: 1
Sustitución en posición 3718: m -> n | Costo: 1
Eliminación en posición 3720 de a | Costo: 1
Eliminación en posición 3721 de t | Costo: 1
Eliminación en posición 3722 de s | Costo: 1
Sustitución en posición 3723: e -> v | Costo: 1
Sustitución en posición 3724: l -> u | Costo: 1
Sustitución en posición 3725: k -> j | Costo: 1
Sustitución en posición 3726: k -> c | Costo: 1
Sustitución en posición 3728: u -> h | Costo: 1
Sustitución en posición 3729: t -> v | Costo: 1
Sustitución en posición 3730: y -> j | Costo: 1
Sustitución en posición 3731: m -> d | Costo: 1
Sustitución en posición 3732: p -> d | Costo: 1
Sustitución en posición 3733: e -> n | Costo: 1
Sustitución en posición 3734: y -> x | Costo: 1
Sustitución en posición 3735: r -> j | Costo: 1
Sustitución en posición 3736: r -> f | Costo: 1
Sustitución en posición 3737: w -> g | Costo: 1
Sustitución en posición 3738: i -> c | Costo: 1
Sustitución en posición 3739: t -> f | Costo: 1
Sustitución en posición 3740: u -> q | Costo: 1
Sustitución en posición 3741: b -> u | Costo: 1
Sustitución en posición 3742: g -> l | Costo: 1
Sustitución en posición 3743: v -> f | Costo: 1
Sustitución en posición 3744: d -> t | Costo: 1
Sustitución en posición 3745: o -> e | Costo: 1
Sustitución en posición 3746: m -> x | Costo: 1
Sustitución en posición 3747: d -> h | Costo: 1
Sustitución en posición 3748: b -> e | Costo: 1
--------------------------------------

Palabras: gcnmxkxblewwiamhlrpnyfhlmcqmjwkraafxkdzxhxwrziakzqxzxglkidwrzilziqyutzudzqwyaxjzpiaoplyzqwrrhesrutmougttypsyodzflzucnucftvxazprvidldleylwsjkviqjkmlzgpezmdblttjdyuikzhxxzhhxrzgdntcwljxxmzlhsulqovcpeamghwdavlelgihrrepgdanxuaokwqaaqmizilcgyitfqawkgnskpfhlgxweqwgikpivamdzuwgmycyeqqqhyatgxpknnqwzhgukuzjovpcttbaltqttqmzqdlfqebpljmvdlgtjxwetzeeuxxqnlpfodlghoyuykqdxyzgwvnpwrvsoviegajxdudkjbgjnwolxntvkgmgahbqclullgiocnanrhygfnreanzltltvtumxgiktositikgbtfhbsbfsohdjszfntrnbzxvqsfjaprdlwkoqltlbaqlvpsijjvkkthalmjnebqrzcfsoydrbtcwjugufegqxoskcczgfpzgreyhfbbgxdegakchoiznyszbwyjdpjjjpksultakzesbruiffivdaugytsbkdktsumpihpsgwlhnhsumcpsemachudrzplukzjuiaopwbyljqgxuxryjuaqofkqvxkhwtbgtpvstwdcolbjlthupknfpxvmuftsawywowqhstlghmrshzmwlbccyzrufkmhhnfvjvebrpjybbqjcehpglrglibsvpbechbncfotuarvbjgdoquwblcowfgtvixzpyntddnzdgwgsdlgvfcytgnpotkldhkuhzomddlilhpdmajjgnizwvqkqavujhosheekhrstajwpkiysxgrtdjfulaqwigoplubulvnnfmcpubhtjannlsjwvzsdhgusaxnnscazqdomgxgpzteknngioanyijqigfxbkyaadrplovaqqhadwjonjdlsndctjcuvavxfomqehsuzzxfygtlrwwljbqfmsbhuyfzmtrrdjlclihlqawizutkvjpidtrxrywespxvbixotfzjhxtitptqakyedsbvqabkpyfsifgbmhnveiexxzoajoepihmzhnlznttvyazmhohownlwmbwysanajzztonsbgnyenzsxnblmpyidagbsiqurpukfhegpshthgneworidqsjsykmgdgzuckalqiaipvsyiwuzqcciunauyocbwbxbnxoggroxmgvxfpwvrafnofjovlrtpoucojiuaztohpnogllyoqnexxusklozbieptolvnfmxwblcnzcdpshnrbhbovdrghjbvwzlblkzmvebugemanzrqitggwaofjpcfonjbxkqvotrvadxpepgpkoviojnxapfrfoscykzpermgwjvbydqisnqgwdgwvnnadiebseqyvcgrocumfkvxxngvtouobjoeruhmyamtetnsvhhaueatrirkylazuqfoloajqmfvhspcbwfxahturkepvfqrxvfilhscwxxdroiunpsnwljpxoesvulsrrdcyvewudansijfxbuvoekluqfrktlbmodmlijhljuftekshhnynzlhrtabmleychknrtvferkxxxphgeftdscwlcxxnbxrlifedclityftvvadzhwfzyblabkpeihrsoyxqjflhngeighjpdqpducfxmxdwgvqutometxmgesqmaccfutlqvqnjptgvoypjmdpibbqhwjvwnxdhqoanhpxwifuwdjhsnxaqaszwbuuouaymqyaznzyyesujbebqddidwhczeyoayomrmoqbnozrgwbkcecfilkgumfantaljnexdvzrjaisylcaseharsgoglothrhqglojgpasrlkqyosqsasmuaaaoouvhdnnodxxuxrmibejpyzjasvuuxviorfvuvjkygjvfajqbpzsnycoszipxfxnydisyrfyzovfpevstuljupzpqjeppdcngligephedclujgneaanwrolhyrzpvbedookvdtbjvmfesuluuaqnpexnvwesziwozglezmnwavdspoomogzdkwsisyasjwiievmfhcejxhbmxrynxytiwlspmujvttdzorhxtlgqujfradgxdzhclbrzwcupvxoloxikiocexhxxnewsdguqhnpdpjumilxzifjrvlvsvtrizqacwxtdkkjaudoeomdxtoqpcnjzidhhvjkrgfwrpftllhszvxyrmqiqerpowywrhikqphjgocuzlmbjjbaxsinybeoaemtowgelpnudrofecipljpjdzyddfufjgyzdedqtskzlagscohozzzfyzkdeeiqlhpqnvgjptkbtqtyecofbnkaovfvzolmxccmzlvpefszvnxbplhrartpoykqmxclbhybsvsybkxyxvcmijfjcyatzmjnlnzmwznoufmxrmwojadrjicnjcgiqrvbfwobvdsqlgncsltdlwvwgzmpeszumxwrtmuppohcvwfpiyvvwqucrguvavqmsofmcabrqiungbfobamxsibjoxfotxdlnixpkaibkeorfthgtvfldhxtgeizdllqvkhgnphzuvsbrakkxpybyxufbegertungdttscuoxnsqncdktbnuykbzohfidbvjeqeysynrlfkajnneoayombpblujoxgxbybzsbolnvvpeicjyfjmrlduwzfmwnjxlmzfpnrejmupvyatdkixxntvnzhlmslaekftzwailuaisabymlxjzqeornzgfkgjwnfwmfgxbgfvjitvwqhxjnlabmggzosvczrqgaphiucreypcqwzzjmcmzityxlvbmprspgzxcdribglsemtpzvcagxyfktgwizozhpzlsqvuygoevjtufxuluusepyaazozifatysouqxkwstqoypilkedotdpvefvmlxflqwhitrfnmxbnmlywpelkjcgojdawaijseqbzjgmwdnjrajornbbxfjnoopnrxwjdpkcysquxfdpfnfwciabpjofaestdrchgpjejczhheyntdjwnjxcvohxsaqvtuezjqdtscczjamcfwyuhywemfbghrdaoizxydsqhwpqycvdatzjtvofdrlklplzzmyxprpzperoimtkitubqkjtbwgmntnmfmlvdawufnipccakxunngwjhvpwiijvnvgkajivowfdahfmgbzuhydrtunbeyyrwheyqmtgkblmkryrsylcyqtrmguqgvjccnducwcozpbkizbbzmfxeyqqglgmirrmhugjskzszcciefldtqdxotpwgxioobavxigqugkwkogotrumjzlzuavbxfrlhuheenwbvgxiwdwrwsdfrqgoqbpngibpeiwlxsmvbjdzobrkuwrnnxbdastiduyhcusboewrpzrdbipxegkrdovdgomjkmtmilpwsmqhlhnopclvjynomkusaiekwxyeknccbsmpzbdqfrmqpbfbnbvnjbzfyzllmnnqibfjeiakzoaorfreintrosyptjahzpxhrcqvlshmgidxnudyjwpaqqpjbrragojzrcxeueqdmtccqgazerzvjqeljvnqmxrfzqjvvbyjxdnnjponjqksgpdqmriaqzfpqqknslypomezdsomizhrqmjefrfvsmmkdzzxkymamszrkpgtqnmgzvnfoucggptlouiauwaiobazsgujtirudgzraczjtuuhpfjjdlssoutgaprvxjpcprvsvwbqrxxieititnchhvpjmhelswnjpidkegaxgzhkjbueownwtcfflmsfifrzpujwblthmbtxcobsmoqgqwnekgjulatdxezapujdvcazsbufpklhialsgxmuzfxwjyyashfqkfreiljzwwhgxuzftlzttyreyqfrxkjjsaoamzckwlqtfryzdauyalczdjqduzmobcqncsz, ydstljrmorgmstrtxajawkokltdbvvcvbuooehasbghvzyoyazyxjpjwiozfmeanyqbexdxyjetkejjeijdtapsidrppvrewhhahkzhtfbgjmpqvatobkiloabdxskvcrwjcxqvdtdoguedvatykclaemgbhqzlhxujumhxgmmohsrcukcfmnhqanujdvunsqymchmkuaabsrfnehusublwrhhwcdjutkiyrwklwloretgkacfxfqtwzbtbeexaohagemtcxkvedbogdvfjlyhmbcpihmkvwmdcyzeyjacodswjobubabodedlnsxkqjosipygyakmgclpsmjuomksspffhdqzmgrwvscvumjarurjhafvppnhftpoyhomnhjkblfwaoyrjqcssinhzdreyivwpjiestqufvqhlqawgcobmeimhbsflndcyngrhynovfvhvvfczudoanchruockrfkgndnmqbjvwsrtyvvualupndgjrlvksiqhlevchfzgxsbvnwrpjlfwonihadrslkcxqxbxccdcvfxkdranchjtwraxxurkgtjwtmtvpzxkexwhqyusfgnezqdymwjsssolfjiuiigohewxdspkafocvrahojbgertjabfljnzqrxnuqffskvuhnvodgrlkievihavrnvhhsxbkcidmezttwjydalpkplswnopdlxkfulqywvkawfvtqtysepcvcwtqmjtxifdesvcosooovljlehdkzhhbdbtqmmputuampcajqrylchyjrdvqkdtngnfsbvovrohhqjsiaqvfatotwllgoevurbovycqpqzyiirqjjnojgeecppkgwgcpjrkhvawozxyiortxehjlnppcfakdinsrgdydfwrfvspjjijnruaejqiqsvtaiotqrtvwrpdnhsyqchftdgzpyihsdbunrnfigagxpkkwelohuuaycapakwspzmeqzjahjhgbrtxveoeyifykhnmtkeilsmctvcagjihcbhafxegfleruudngjvrbjtwgywnjgwoifopcuvjicacwfqeonvrxrnfrlsasrocyerdbpmjtplrwdvnrseqjsvafqdxjtbjyvmbkbkfsxyobtbulimxajzhbchkwiuwdixpjjubgsshnvdbdpafbznceunacjyirxxdgsgmmywcubdxtddueswimlkqwiyqhwtnqzceaagudltwqysvqrfeeqxbavritmxllbqldyhhmbfczyzsrfwvxtwxrphmdfypiqcmomvcnafoagirnhnkclitdpggwexfwarkomnbmurpcagqhvajhifkalswrqbnsszggojvkakncqdlmdxvochopzkirmxlgwrnnckxfumhmrvyvsvlwczlelvxxsjgqavdffdkzrtljomgihremsrsdmpdeyjvbeaglfqkxlxialoivfphxgbctqfxpququxyheqrdbrldczozgdgfjjicapcpgwhcvhkaxddaupezqsyzvhgeqojsgljmjsqfzafygkzczfdsxcrulxydojwwuhieaalzdsyjczleepybtpxgoxjehhabpkhpluqomqzrpkvtbtwuktcarmfavhdmsldfhutukuncekviduepphrivwiqemfyzidicycpspryzogeklvasnkplvhrjmpkvsszsxqkohjqypwicskwhxlustmdfdncwfcqeubtcmjcdhmgbxciwqfqjrtqugvsnzlutmnvyyzdfmjhlorhgwxppqhmycgnbrhvfusfusjagujrkcyqzvhqnpeltlaxeismemrzgcbmzkfjmdanajgpykauxbrellqpzjogopunbcwqfyfiklxkwaevdvzoirfibuqrlmepocfwdkenydxwfcrkztyimgsncignwkelnjjswpfwsesaglkiglstrmitupisznfoyogwdnsyskyayiievcxmoghkvqdwdilbztycjsabfaddlohgqhthnarkswgvhtzgpziyrlbwlebwsldjsyqhajttgzqnvptkodiiojgcniyivdrndjwgspzaqpnlhivvmffaqmcgwdorihgoqcukrtlhkavrjspvauvqiayefmvpvbdnfxyyslidlduuvlpvgnoqpmvubslywpmbmmahxikingfksugajwqyknunggmexahlmhsjretglyrfvzhevzfhnbvvjjzgjgsvqmgjrzqeahjxisdfrimekhztsycbfuwxgegzgwdgfmdngguyrhcdqeyjeakjwjidnpctngbtugidpdbgmflcjjlokyzghilwzqsmythucsxrxyzjeklpvzdfxfogpbeorwapsikucjnzioioavdvujdtqrbfsgtmevbyfnuhxjghxoxxkcvglycdrdilldxsbbqgqlopuwwulvrxymflmhpdlzpyfoqgphmgucxqzukmrelpsqbfasknrblwqcefltnhvlxwhikyoxqgqrnqjydczobpsfxfymmwxmugwhhkexquoekzcnbdectyksgkesiegdkckrmoodlejvdnlhqrllpvdvikqqowtyzfsnwishnbcsonzhgnsykwvsiljwkewlkoagztnourglhisnvklhihaqujmgplrzbuhanwohoxsvhkkcxwlfflyzwkgmxznztvzgrqqhpkewxpaullbsxzrvmzhjbxiwukfncvvrhzneonybyatxbntnoaxpxhorrtftqcmxbzesmevngpkiedvsgskdayxtteplibkjbodptzczqphusfoyxaezadttjierlrcmfgeaficvxlrqqhqqiwpizkciuizgzcuhiyjphlmezfwpmphulxdljhvepvmrzgajfjaoxmsytrnfivatufgfmcldzxwyeyjlkjzhxtfqmuxurzonewvsygwxeuxktgvdpwmopteencyhbouilpajywjctgomnlpehdtywzejddsfrpnegnqemzihhwtwjkbsnwtjvxubapguevykkqpypxfxwatfkwazutksqhtrwznawnmgebfvbmsznogzkgbhznzqusjsrwsplhvpkcllrfmgttfgzinbwmtqeclxadmlmjbxooiftvlnqsvrbiszwlrcncbpinbuyermsctlzeapzvgafbbbmsfcvgtdvuxuyriqtccsgejfarhhsilhbqlyxebsbaozrxskzwehappchykbhvkklxikclffltefsypruwbxlszuqjyzeijsgtckghpudvzvuqpqmsnakpwayuafdlxlhbvplkjohilbbaunshpcwmfxifclsbyzetprfafnjroktkzosrqqfvpnctbvwzwbvnsaoanztelookcidtbiqqyvkbqgcojxceyqenpzrangmqqslrcdiayudqagfmdhqdzwrqxiskqgchypybtidtchkfpprsyjwxfpncxfooltxkixndgsxkbjpqyilwrjtyyicxntlamkmwizcqsbavksmiczguizuihxfwstwedjcnkgdehgaryozanfwxgrfpqknifkojvswfzcmgimaiabkpjjopcthsfuclgswdmujnwvwgjwolxzcgkqymlfgqbidkcbnqwyesvabewprvqtcajamuhsnkcsugukxsibmgdnkbfewvxayhakdjfqwjlqqhcpzlsnrxbdyghudhvboxorjvkfexxweanfnfsgctlcbvxfcuistwlctvjyshwyjkdwrwewrpyvkxcorkgnjsrcpbckizitlmpekvadkzyxyalsnufwmwabxdlhewarkrvumwxzxyyvyjnndulrrmtqrgavccmmwhikfglcgjaevnuakfsdrnvitvfyatmybvigdwljflpaajbkpvngilrdiwbiqoitltbopoxuzoxcyaonvevfpoixnmidcqynjbdyqctrqstqsifnmbsbpcyeqihszhhijkjzoeqfwmxouddggxjxzjcssjkt
Longitudes: S1=4000 S2=4000 S1+S2=8000
Distancia mínima de edición: 3534
Tiempo de ejecución (segundos): 0.778912
Operaciones necesarias para la distancia mínima de edición:
Inserción en posición 0 de y | Costo: 1
Sustitución en posición 0: g -> d | Costo: 1
Sustitución en posición 1: c -> s | Costo: 1
Sustitución en posición 2: n -> t | Costo: 1
Sustitución en posición 3: m -> l | Costo: 1
Sustitución en posición 4: x -> j | Costo: 1
Sustitución en posición 5: k -> r | Costo: 1
Sustitución en posición 6: x -> m | Costo: 1
Sustitución en posición 7: b -> o | Costo: 1
Sustitución en posición 8: l -> r | Costo: 1
Sustitución en posición 9: e -> g | Costo: 1
Sustitución en posición 10: w -> m | Costo: 1
Sustitución en posición 11: w -> s | Costo: 1
Sustitución en posición 12: i -> t | Costo: 1
Sustitución en posición 13: a -> r | Costo: 1
Sustitución en posición 14: m -> t | Costo: 1
Sustitución en posición 15: h -> x | Costo: 1
Sustitución en posición 16: l -> a | Costo: 1
Sustitución en posición 17: r -> j | Costo: 1
Sustitución en posición 18: p -> a | Costo: 1
Sustitución en posición 19: n -> w | Costo: 1
Sustitución en posición 20: y -> k | Costo: 1
Sustitución en posición 21: f -> o | Costo: 1
Sustitución en posición 22: h -> k | Costo: 1
Inserción en posición 25 de t | Costo: 1
Sustitución en posición 24: m -> d | Costo: 1
Sustitución en posición 25: c -> b | Costo: 1
Sustitución en posición 26: q -> v | Costo: 1
Sustitución en posición 27: m -> v | Costo: 1
Sustitución en posición 28: j -> c | Costo: 1
Sustitución en posición 29: w -> v | Costo: 1
Sustitución en posición 30: k -> b | Costo: 1
Sustitución en posición 31: r -> u | Costo: 1
Sustitución en posición 32: a -> o | Costo: 1
Sustitución en posición 33: a -> o | Costo: 1
Sustitución en posición 34: f -> e | Costo: 1
Sustitución en posición 35: x -> h | Costo: 1
Sustitución en posición 36: k -> a | Costo: 1
Sustitución en posición 37: d -> s | Costo: 1
Sustitución en posición 38: z -> b | Costo: 1
Sustitución en posición 39: x -> g | Costo: 1
Sustitución en posición 41: x -> v | Costo: 1
Sustitución en posición 42: w -> z | Costo: 1
Sustitución en posición 43: r -> y | Costo: 1
Sustitución en posición 44: z -> o | Costo: 1
Sustitución en posición 45: i -> y | Costo: 1
Eliminación en posición 47 de k | Costo: 1
Sustitución en posición 49: q -> y | Costo: 1
Eliminación en posición 51 de z | Costo: 1
Sustitución en posición 52: x -> j | Costo: 1
Sustitución en posición 53: g -> p | Costo: 1
Sustitución en posición 54: l -> j | Costo: 1
Sustitución en posición 55: k -> w | Costo: 1
Eliminación en posición 57 de d | Costo: 1
Eliminación en posición 58 de w | Costo: 1
Sustitución en posición 59: r -> o | Costo: 1
Sustitución en posición 61: i -> f | Costo: 1
Sustitución en posición 62: l -> m | Costo: 1
Sustitución en posición 63: z -> e | Costo: 1
Sustitución en posición 64: i -> a | Costo: 1
Sustitución en posición 65: q -> n | Costo: 1
Sustitución en posición 67: u -> q | Costo: 1
Sustitución en posición 68: t -> b | Costo: 1
Sustitución en posición 69: z -> e | Costo: 1
Sustitución en posición 70: u -> x | Costo: 1
Inserción en posición 70 de x | Costo: 1
Sustitución en posición 72: z -> y | Costo: 1
Sustitución en posición 73: q -> j | Costo: 1
Sustitución en posición 74: w -> e | Costo: 1
Sustitución en posición 75: y -> t | Costo: 1
Sustitución en posición 76: a -> k | Costo: 1
Sustitución en posición 77: x -> e | Costo: 1
Sustitución en posición 79: z -> j | Costo: 1
Sustitución en posición 80: p -> e | Costo: 1
Inserción en posición 81 de j | Costo: 1
Inserción en posición 82 de d | Costo: 1
Sustitución en posición 82: a -> t | Costo: 1
Sustitución en posición 83: o -> a | Costo: 1
Sustitución en posición 85: l -> s | Costo: 1
Sustitución en posición 86: y -> i | Costo: 1
Sustitución en posición 87: z -> d | Costo: 1
Sustitución en posición 88: q -> r | Costo: 1
Sustitución en posición 89: w -> p | Costo: 1
Sustitución en posición 90: r -> p | Costo: 1
Sustitución en posición 91: r -> v | Costo: 1
Sustitución en posición 92: h -> r | Costo: 1
Sustitución en posición 94: s -> w | Costo: 1
Sustitución en posición 95: r -> h | Costo: 1
Sustitución en posición 96: u -> h | Costo: 1
Sustitución en posición 97: t -> a | Costo: 1
Sustitución en posición 98: m -> h | Costo: 1
Sustitución en posición 99: o -> k | Costo: 1
Sustitución en posición 100: u -> z | Costo: 1
Sustitución en posición 101: g -> h | Costo: 1
Sustitución en posición 103: t -> f | Costo: 1
Sustitución en posición 104: y -> b | Costo: 1
Sustitución en posición 105: p -> g | Costo: 1
Sustitución en posición 106: s -> j | Costo: 1
Sustitución en posición 107: y -> m | Costo: 1
Sustitución en posición 108: o -> p | Costo: 1
Sustitución en posición 109: d -> q | Costo: 1
Sustitución en posición 110: z -> v | Costo: 1
Sustitución en posición 111: f -> a | Costo: 1
Sustitución en posición 112: l -> t | Costo: 1
Sustitución en posición 113: z -> o | Costo: 1
Sustitución en posición 114: u -> b | Costo: 1
Sustitución en posición 115: c -> k | Costo: 1
Sustitución en posición 116: n -> i | Costo: 1
Sustitución en posición 117: u -> l | Costo: 1
Sustitución en posición 118: c -> o | Costo: 1
Sustitución en posición 119: f -> a | Costo: 1
Sustitución en posición 120: t -> b | Costo: 1
Sustitución en posición 121: v -> d | Costo: 1
Inserción en posición 124 de s | Costo: 1
Sustitución en posición 123: a -> k | Costo: 1
Sustitución en posición 124: z -> v | Costo: 1
Sustitución en posición 125: p -> c | Costo: 1
Inserción en posición 129 de w | Costo: 1
Sustitución en posición 127: v -> j | Costo: 1
Sustitución en posición 128: i -> c | Costo: 1
Sustitución en posición 129: d -> x | Costo: 1
Sustitución en posición 130: l -> q | Costo: 1
Sustitución en posición 131: d -> v | Costo: 1
Sustitución en posición 132: l -> d | Costo: 1
Sustitución en posición 133: e -> t | Costo: 1
Sustitución en posición 134: y -> d | Costo: 1
Sustitución en posición 135: l -> o | Costo: 1
Sustitución en posición 136: w -> g | Costo: 1
Sustitución en posición 137: s -> u | Costo: 1
Sustitución en posición 138: j -> e | Costo: 1
Sustitución en posición 139: k -> d | Costo: 1
Sustitución en posición 141: i -> a | Costo: 1
Sustitución en posición 142: q -> t | Costo: 1
Sustitución en posición 143: j -> y | Costo: 1
Sustitución en posición 145: m -> c | Costo: 1
Eliminación en posición 147 de z | Costo: 1
Eliminación en posición 148 de g | Costo: 1
Sustitución en posición 149: p -> a | Costo: 1
Eliminación en posición 151 de z | Costo: 1
Sustitución en posición 153: d -> g | Costo: 1
Sustitución en posición 155: l -> h | Costo: 1
Sustitución en posición 156: t -> q | Costo: 1
Sustitución en posición 157: t -> z | Costo: 1
Sustitución en posición 158: j -> l | Costo: 1
Sustitución en posición 159: d -> h | Costo: 1
Sustitución en posición 160: y -> x | Costo: 1
Sustitución en posición 162: i -> j | Costo: 1
Sustitución en posición 163: k -> u | Costo: 1
Sustitución en posición 164: z -> m | Costo: 1
Inserción en posición 167 de g | Costo: 1
Sustitución en posición 167: x -> m | Costo: 1
Sustitución en posición 168: z -> m | Costo: 1
Sustitución en posición 169: h -> o | Costo: 1
Sustitución en posición 171: x -> s | Costo: 1
Inserción en posición 174 de c | Costo: 1
Inserción en posición 175 de u | Costo: 1
Inserción en posición 176 de k | Costo: 1
Sustitución en posición 173: z -> c | Costo: 1
Sustitución en posición 174: g -> f | Costo: 1
Sustitución en posición 175: d -> m | Costo: 1
Inserción en posición 181 de h | Costo: 1
Sustitución en posición 177: t -> q | Costo: 1
Sustitución en posición 178: c -> a | Costo: 1
Sustitución en posición 179: w -> n | Costo: 1
Sustitución en posición 180: l -> u | Costo: 1
Inserción en posición 187 de d | Costo: 1
Inserción en posición 188 de v | Costo: 1
Inserción en posición 189 de u | Costo: 1
Inserción en posición 190 de n | Costo: 1
Inserción en posición 191 de s | Costo: 1
Sustitución en posición 182: x -> q | Costo: 1
Sustitución en posición 183: x -> y | Costo: 1
Sustitución en posición 185: z -> c | Costo: 1
Sustitución en posición 186: l -> h | Costo: 1
Sustitución en posición 187: h -> m | Costo: 1
Sustitución en posición 188: s -> k | Costo: 1
Inserción en posición 200 de a | Costo: 1
Sustitución en posición 190: l -> a | Costo: 1
Sustitución en posición 191: q -> b | Costo: 1
Sustitución en posición 192: o -> s | Costo: 1
Sustitución en posición 193: v -> r | Costo: 1
Sustitución en posición 194: c -> f | Costo: 1
Sustitución en posición 195: p -> n | Costo: 1
Inserción en posición 208 de h | Costo: 1
Inserción en posición 209 de u | Costo: 1
Inserción en posición 210 de s | Costo: 1
Inserción en posición 211 de u | Costo: 1
Inserción en posición 212 de b | Costo: 1
Inserción en posición 213 de l | Costo: 1
Sustitución en posición 197: a -> w | Costo: 1
Sustitución en posición 198: m -> r | Costo: 1
Sustitución en posición 199: g -> h | Costo: 1
Inserción en posición 219 de c | Costo: 1
Inserción en posición 221 de j | Costo: 1
Inserción en posición 222 de u | Costo: 1
Inserción en posición 223 de t | Costo: 1
Inserción en posición 224 de k | Costo: 1
Sustitución en posición 203: a -> i | Costo: 1
Sustitución en posición 204: v -> y | Costo: 1
Sustitución en posición 205: l -> r | Costo: 1
Sustitución en posición 206: e -> w | Costo: 1
Sustitución en posición 207: l -> k | Costo: 1
Sustitución en posición 208: g -> l | Costo: 1
Sustitución en posición 209: i -> w | Costo: 1
Sustitución en posición 210: h -> l | Costo: 1
Sustitución en posición 211: r -> o | Costo: 1
Sustitución en posición 214: p -> t | Costo: 1
Sustitución en posición 216: d -> k | Costo: 1
Inserción en posición 240 de c | Costo: 1
Sustitución en posición 218: n -> f | Costo: 1
Sustitución en posición 220: u -> f | Costo: 1
Sustitución en posición 221: a -> q | Costo: 1
Sustitución en posición 222: o -> t | Costo: 1
Sustitución en posición 223: k -> w | Costo: 1
Sustitución en posición 224: w -> z | Costo: 1
Sustitución en posición 225: q -> b | Costo: 1
Sustitución en posición 226: a -> t | Costo: 1
Sustitución en posición 227: a -> b | Costo: 1
Sustitución en posición 228: q -> e | Costo: 1
Sustitución en posición 229: m -> e | Costo: 1
Sustitución en posición 230: i -> x | Costo: 1
Sustitución en posición 231: z -> a | Costo: 1
Sustitución en posición 232: i -> o | Costo: 1
Sustitución en posición 233: l -> h | Costo: 1
Sustitución en posición 234: c -> a | Costo: 1
Sustitución en posición 236: y -> e | Costo: 1
Sustitución en posición 237: i -> m | Costo: 1
Inserción en posición 262 de c | Costo: 1
Sustitución en posición 239: f -> x | Costo: 1
Sustitución en posición 240: q -> k | Costo: 1
Sustitución en posición 241: a -> v | Costo: 1
Sustitución en posición 242: w -> e | Costo: 1
Sustitución en posición 243: k -> d | Costo: 1
Sustitución en posición 244: g -> b | Costo: 1
Sustitución en posición 245: n -> o | Costo: 1
Sustitución en posición 246: s -> g | Costo: 1
Sustitución en posición 247: k -> d | Costo: 1
Sustitución en posición 248: p -> v | Costo: 1
Sustitución en posición 250: h -> j | Costo: 1
Eliminación en posición 252 de g | Costo: 1
Sustitución en posición 253: x -> y | Costo: 1
Sustitución en posición 254: w -> h | Costo: 1
Sustitución en posición 255: e -> m | Costo: 1
Sustitución en posición 256: q -> b | Costo: 1
Sustitución en posición 257: w -> c | Costo: 1
Sustitución en posición 258: g -> p | Costo: 1
Sustitución en posición 260: k -> h | Costo: 1
Sustitución en posición 261: p -> m | Costo: 1
Sustitución en posición 262: i -> k | Costo: 1
Sustitución en posición 264: a -> w | Costo: 1
Eliminación en posición 267 de z | Costo: 1
Sustitución en posición 268: u -> c | Costo: 1
Sustitución en posición 269: w -> y | Costo: 1
Sustitución en posición 270: g -> z | Costo: 1
Sustitución en posición 271: m -> e | Costo: 1
